Country_Code,Country,WEO Subject Code,Subject Descriptor,Units,Year,Value,Country_Name,Region,Income_Group
GIN,Guinea,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,630.549,Guinea,Sub-Saharan Africa,Lower middle income
GNB,Guinea-Bissau,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,644.344,Guinea-Bissau,Sub-Saharan Africa,Low income
GUY,Guyana,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,3837.303,Guyana,Latin America & Caribbean,High income
HTI,Haiti,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,1175.199,Haiti,Latin America & Caribbean,Lower middle income
HND,Honduras,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,1904.346,Honduras,Latin America & Caribbean,Lower middle income
HKG,Hong Kong SAR,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,32421.361,"Hong Kong SAR, China",East Asia & Pacific,High income
HUN,Hungary,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,13199.056,Hungary,Europe & Central Asia,High income
ISL,Iceland,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,43293.021,Iceland,Europe & Central Asia,High income
IND,India,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,1350.634,India,South Asia,Lower middle income
IDN,Indonesia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,3177.453,Indonesia,East Asia & Pacific,Upper middle income
IRN,Islamic Republic of Iran,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,6983.777,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income
IRQ,Iraq,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,4473.71,Iraq,Middle East & North Africa,Upper middle income
IRL,Ireland,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,48620.625,Ireland,Europe & Central Asia,High income
ISR,Israel,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,31350.026,Israel,Middle East & North Africa,High income
ITA,Italy,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,35815.593,Italy,Europe & Central Asia,High income
JAM,Jamaica,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,4894.369,Jamaica,Latin America & Caribbean,Upper middle income
JPN,Japan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,45135.796,Japan,East Asia & Pacific,High income
JOR,Jordan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,3914.701,Jordan,Middle East & North Africa,Lower middle income
KAZ,Kazakhstan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,9070.49,Kazakhstan,Europe & Central Asia,Upper middle income
KEN,Kenya,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,1176.311,Kenya,Sub-Saharan Africa,Lower middle income
KIR,Kiribati,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,1609.343,Kiribati,East Asia & Pacific,Lower middle income
KOR,Korea,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,23077.161,"Korea, Rep.",East Asia & Pacific,High income
UVK,Kosovo,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,3013.162,,,
KWT,Kuwait,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,32216.413,Kuwait,Middle East & North Africa,High income
KGZ,Kyrgyz Republic,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,884.846,Kyrgyz Republic,Europe & Central Asia,Lower middle income
LAO,Lao P.D.R.,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,1187.022,Lao PDR,East Asia & Pacific,Lower middle income
LVA,Latvia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,11316.932,Latvia,Europe & Central Asia,High income
LBN,Lebanon,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,7761.616,Lebanon,Middle East & North Africa,Lower middle income
LSO,Lesotho,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,1222.197,Lesotho,Sub-Saharan Africa,Lower middle income
LBR,Liberia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,505.363,Liberia,Sub-Saharan Africa,Low income
LBY,Libya,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,12478.016,Libya,Middle East & North Africa,Upper middle income
LTU,Lithuania,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,12009.033,Lithuania,Europe & Central Asia,High income
LUX,Luxembourg,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,112049.15,Luxembourg,Europe & Central Asia,High income
MAC,Macao SAR,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,51135.159,"Macao SAR, China",East Asia & Pacific,High income
MDG,Madagascar,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,492.67,Madagascar,Sub-Saharan Africa,Low income
MWI,Malawi,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,623.414,Malawi,Sub-Saharan Africa,Low income
MYS,Malaysia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,9046.978,Malaysia,East Asia & Pacific,Upper middle income
MDV,Maldives,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,8086.697,Maldives,South Asia,Upper middle income
MLI,Mali,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,688.89,Mali,Sub-Saharan Africa,Low income
MLT,Malta,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,21842.065,Malta,Middle East & North Africa,High income
MHL,Marshall Islands,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,3029.421,Marshall Islands,East Asia & Pacific,Upper middle income
MRT,Mauritania,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,1715.923,Mauritania,Sub-Saharan Africa,Lower middle income
MUS,Mauritius,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,8108.095,Mauritius,Sub-Saharan Africa,Upper middle income
MEX,Mexico,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,9632.818,Mexico,Latin America & Caribbean,Upper middle income
FSM,Micronesia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,2826.044,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income
MDA,Moldova,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,2428.106,Moldova,Europe & Central Asia,Upper middle income
MNG,Mongolia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,2602.373,Mongolia,East Asia & Pacific,Upper middle income
MNE,Montenegro,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,6693.865,Montenegro,Europe & Central Asia,Upper middle income
MAR,Morocco,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,3134.698,Morocco,Middle East & North Africa,Lower middle income
MOZ,Mozambique,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,484.961,Mozambique,Sub-Saharan Africa,Low income
MMR,Myanmar,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,727.194,Myanmar,East Asia & Pacific,Lower middle income
NAM,Namibia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,5410.977,Namibia,Sub-Saharan Africa,Upper middle income
NRU,Nauru,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,4813.327,Nauru,East Asia & Pacific,High income
NPL,Nepal,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,671.998,Nepal,South Asia,Lower middle income
NLD,Netherlands,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,51165.823,Netherlands,Europe & Central Asia,High income
NZL,New Zealand,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,33393.032,New Zealand,East Asia & Pacific,High income
NIC,Nicaragua,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,1499.068,Nicaragua,Latin America & Caribbean,Lower middle income
NER,Niger,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,476.064,Niger,Sub-Saharan Africa,Low income
NGA,Nigeria,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,2328.425,Nigeria,Sub-Saharan Africa,Lower middle income
MKD,North Macedonia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,4824.744,North Macedonia,Europe & Central Asia,Upper middle income
NOR,Norway,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,87823.805,Norway,Europe & Central Asia,High income
OMN,Oman,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,21677.793,Oman,Middle East & North Africa,High income
PAK,Pakistan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,1137.985,Pakistan,South Asia,Lower middle income
PLW,Palau,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,10080.443,Palau,East Asia & Pacific,High income
PAN,Panama,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,8332.576,Panama,Latin America & Caribbean,High income
PNG,Papua New Guinea,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,2132.185,Papua New Guinea,East Asia & Pacific,Lower middle income
PRY,Paraguay,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,4329.69,Paraguay,Latin America & Caribbean,Upper middle income
PER,Peru,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,5192.593,Peru,Latin America & Caribbean,Upper middle income
PHL,Philippines,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,2237.157,Philippines,East Asia & Pacific,Lower middle income
POL,Poland,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,12510.805,Poland,Europe & Central Asia,High income
PRT,Portugal,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,22539.038,Portugal,Europe & Central Asia,High income
PRI,Puerto Rico,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,26435.742,Puerto Rico,Latin America & Caribbean,High income
QAT,Qatar,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,69796.138,Qatar,Middle East & North Africa,High income
ROU,Romania,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,8391.048,Romania,Europe & Central Asia,High income
RUS,Russia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,11432.428,Russian Federation,Europe & Central Asia,High income
RWA,Rwanda,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,612.395,Rwanda,Sub-Saharan Africa,Low income
WSM,Samoa,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,3658.418,Samoa,East Asia & Pacific,Lower middle income
SMR,San Marino,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,60426.235,San Marino,Europe & Central Asia,High income
STP,São Tomé and Príncipe,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,1090.263,São Tomé and Príncipe,Sub-Saharan Africa,Lower middle income
SAU,Saudi Arabia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,22028.346,Saudi Arabia,Middle East & North Africa,High income
SEN,Senegal,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,1272.622,Senegal,Sub-Saharan Africa,Lower middle income
SRB,Serbia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,5673.62,Serbia,Europe & Central Asia,Upper middle income
SYC,Seychelles,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,10805.099,Seychelles,Sub-Saharan Africa,High income
SLE,Sierra Leone,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,401.835,Sierra Leone,Sub-Saharan Africa,Low income
SGP,Singapore,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,47236.672,Singapore,East Asia & Pacific,High income
SVK,Slovak Republic,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,16925.867,Slovak Republic,Europe & Central Asia,High income
SVN,Slovenia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,23570.184,Slovenia,Europe & Central Asia,High income
SLB,Solomon Islands,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,1604.149,Solomon Islands,East Asia & Pacific,Lower middle income
ZAF,South Africa,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,8130.193,South Africa,Sub-Saharan Africa,Upper middle income
ESP,Spain,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,30566.877,Spain,Europe & Central Asia,High income
LKA,Sri Lanka,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,2894.26,Sri Lanka,South Asia,Lower middle income
KNA,St. Kitts and Nevis,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,16427.612,St. Kitts and Nevis,Latin America & Caribbean,High income
LCA,St. Lucia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,8555.92,St. Lucia,Latin America & Caribbean,Upper middle income
VCT,St. Vincent and the Grenadines,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,6613.132,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income
SDN,Sudan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,1637.419,Sudan,Sub-Saharan Africa,Low income
SUR,Suriname,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,8734.16,Suriname,Latin America & Caribbean,Upper middle income
SWE,Sweden,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,52658.794,Sweden,Europe & Central Asia,High income
CHE,Switzerland,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,76825.669,Switzerland,Europe & Central Asia,High income
SYR,Syria,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,2806.685,Syrian Arab Republic,Middle East & North Africa,Low income
TWN,Taiwan Province of China,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,19181.358,"Taiwan, China",East Asia & Pacific,High income
TJK,Tajikistan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,738.287,Tajikistan,Europe & Central Asia,Lower middle income
TZA,Tanzania,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,739.903,Tanzania,Sub-Saharan Africa,Lower middle income
THA,Thailand,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,5076.339,Thailand,East Asia & Pacific,Upper middle income
TLS,Timor-Leste,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,819.147,Timor-Leste,East Asia & Pacific,Lower middle income
TGO,Togo,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,722.819,Togo,Sub-Saharan Africa,Low income
TON,Tonga,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,3561.484,Tonga,East Asia & Pacific,Upper middle income
TTO,Trinidad and Tobago,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,16957.433,Trinidad and Tobago,Latin America & Caribbean,High income
TUN,Tunisia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,4343.057,Tunisia,Middle East & North Africa,Lower middle income
TUR,Türkiye,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,10533.45,Türkiye,Europe & Central Asia,Upper middle income
TKM,Turkmenistan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,6675.041,Turkmenistan,Europe & Central Asia,Upper middle income
